@relation soybean-weka.filters.unsupervised.attribute.AddID-Cfirst-NID

@attribute ID numeric
@attribute date {april,may,june,july,august,september,october}
@attribute plant-stand {normal,lt-normal}
@attribute precip {lt-norm,norm,gt-norm}
@attribute temp {lt-norm,norm,gt-norm}
@attribute hail {yes,no}
@attribute crop-hist {diff-lst-year,same-lst-yr,same-lst-two-yrs,same-lst-sev-yrs}
@attribute area-damaged {scattered,low-areas,upper-areas,whole-field}
@attribute severity {minor,pot-severe,severe}
@attribute seed-tmt {none,fungicide,other}
@attribute germination {90-100,80-89,lt-80}
@attribute plant-growth {norm,abnorm}
@attribute leaves {norm,abnorm}
@attribute leafspots-halo {absent,yellow-halos,no-yellow-halos}
@attribute leafspots-marg {w-s-marg,no-w-s-marg,dna}
@attribute leafspot-size {lt-1/8,gt-1/8,dna}
@attribute leaf-shread {absent,present}
@attribute leaf-malf {absent,present}
@attribute leaf-mild {absent,upper-surf,lower-surf}
@attribute stem {norm,abnorm}
@attribute lodging {yes,no}
@attribute stem-cankers {absent,below-soil,above-soil,above-sec-nde}
@attribute canker-lesion {dna,brown,dk-brown-blk,tan}
@attribute fruiting-bodies {absent,present}
@attribute external-decay {absent,firm-and-dry,watery}
@attribute mycelium {absent,present}
@attribute int-discolor {none,brown,black}
@attribute sclerotia {absent,present}
@attribute fruit-pods {norm,diseased,few-present,dna}
@attribute fruit-spots {absent,colored,brown-w/blk-specks,distort,dna}
@attribute seed {norm,abnorm}
@attribute mold-growth {absent,present}
@attribute seed-discolor {absent,present}
@attribute seed-size {norm,lt-norm}
@attribute shriveling {absent,present}
@attribute roots {norm,rotted,galls-cysts}
@attribute class {diaporthe-stem-canker,charcoal-rot,rhizoctonia-root-rot,phytophthora-rot,brown-stem-rot,powdery-mildew,downy-mildew,brown-spot,bacterial-blight,bacterial-pustule,purple-seed-stain,anthracnose,phyllosticta-leaf-spot,alternarialeaf-spot,frog-eye-leaf-spot,diaporthe-pod-&-stem-blight,cyst-nematode,2-4-d-injury,herbicide-injury}

@data
617,august,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
618,september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
619,october,normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
620,august,normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
621,september,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
622,october,normal,gt-norm,norm,yes,same-lst-yr,upper-areas,minor,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
623,august,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
624,september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,scattered,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
625,october,normal,gt-norm,gt-norm,yes,same-lst-yr,low-areas,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
626,august,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
627,september,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
628,october,normal,gt-norm,norm,yes,same-lst-yr,scattered,minor,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
629,july,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
630,august,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
631,september,normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
632,october,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,scattered,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
633,july,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
634,august,normal,gt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
635,september,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
636,october,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,scattered,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
637,july,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
638,august,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
639,september,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
640,august,normal,gt-norm,norm,yes,same-lst-yr,scattered,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
641,september,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
642,october,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
643,august,normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
644,september,normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
645,october,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
646,august,normal,gt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
647,september,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
648,october,?,gt-norm,gt-norm,?,same-lst-two-yrs,whole-field,?,?,?,norm,norm,?,?,?,?,?,?,abnorm,?,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,?,diaporthe-pod-&-stem-blight
649,october,?,gt-norm,gt-norm,?,same-lst-yr,whole-field,?,?,?,norm,norm,?,?,?,?,?,?,abnorm,?,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,?,diaporthe-pod-&-stem-blight
650,september,?,gt-norm,gt-norm,?,same-lst-yr,whole-field,?,?,?,norm,norm,?,?,?,?,?,?,abnorm,?,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,?,diaporthe-pod-&-stem-blight
651,october,?,gt-norm,gt-norm,?,same-lst-sev-yrs,whole-field,?,?,?,norm,norm,?,?,?,?,?,?,abnorm,?,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,?,diaporthe-pod-&-stem-blight
652,october,?,gt-norm,gt-norm,?,diff-lst-year,whole-field,?,?,?,norm,norm,?,?,?,?,?,?,abnorm,?,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,?,diaporthe-pod-&-stem-blight
653,may,lt-normal,norm,gt-norm,?,diff-lst-year,scattered,?,?,lt-80,norm,norm,?,?,?,?,?,?,abnorm,?,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,norm,present,present,lt-norm,present,?,diaporthe-pod-&-stem-blight
654,september,normal,gt-norm,gt-norm,?,same-lst-yr,whole-field,?,?,90-100,norm,norm,?,?,?,?,?,?,abnorm,?,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,?,diaporthe-pod-&-stem-blight
655,september,normal,gt-norm,gt-norm,?,same-lst-sev-yrs,whole-field,?,?,90-100,norm,norm,?,?,?,?,?,?,abnorm,?,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,?,diaporthe-pod-&-stem-blight
656,october,normal,gt-norm,gt-norm,?,same-lst-sev-yrs,whole-field,?,?,80-89,norm,norm,?,?,?,?,?,?,abnorm,?,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,?,diaporthe-pod-&-stem-blight
657,june,?,?,?,?,same-lst-yr,low-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,norm,?,?,?,?,?,?,?,?,few-present,?,abnorm,absent,?,lt-norm,?,galls-cysts,cyst-nematode
658,july,?,?,?,?,same-lst-two-yrs,upper-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,norm,?,?,?,?,?,?,?,?,few-present,?,abnorm,absent,?,lt-norm,?,galls-cysts,cyst-nematode
659,august,?,?,?,?,same-lst-yr,low-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,norm,?,?,?,?,?,?,?,?,few-present,?,abnorm,absent,?,lt-norm,?,galls-cysts,cyst-nematode
660,june,?,?,?,?,same-lst-two-yrs,upper-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,norm,?,?,?,?,?,?,?,?,few-present,?,abnorm,absent,?,lt-norm,?,galls-cysts,cyst-nematode
661,july,?,?,?,?,same-lst-two-yrs,low-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,norm,?,?,?,?,?,?,?,?,few-present,?,abnorm,absent,?,lt-norm,?,galls-cysts,cyst-nematode
662,august,?,?,?,?,same-lst-sev-yrs,upper-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,norm,?,?,?,?,?,?,?,?,few-present,?,abnorm,absent,?,lt-norm,?,galls-cysts,cyst-nematode
663,august,?,?,?,?,same-lst-sev-yrs,low-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,norm,?,?,?,?,?,?,?,?,few-present,?,abnorm,absent,?,lt-norm,?,galls-cysts,cyst-nematode
664,july,?,?,?,?,same-lst-sev-yrs,upper-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,norm,?,?,?,?,?,?,?,?,few-present,?,abnorm,absent,?,lt-norm,?,galls-cysts,cyst-nematode
665,september,?,?,?,?,?,low-areas,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
666,april,?,?,?,?,?,scattered,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
667,may,?,?,?,?,?,low-areas,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
668,june,?,?,?,?,?,upper-areas,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
669,july,?,?,?,?,?,whole-field,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
670,august,?,?,?,?,?,scattered,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
671,october,?,?,?,?,?,upper-areas,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
672,april,?,?,?,?,?,whole-field,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
673,may,?,?,?,?,?,scattered,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
674,june,?,?,?,?,?,low-areas,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
675,july,?,?,?,?,?,upper-areas,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
676,august,?,?,?,?,?,whole-field,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
677,september,?,?,?,?,?,scattered,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
678,october,?,?,?,?,?,low-areas,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
679,april,?,?,?,?,?,upper-areas,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
680,april,lt-normal,?,lt-norm,?,diff-lst-year,scattered,?,?,?,abnorm,abnorm,absent,dna,dna,absent,present,?,abnorm,?,?,?,?,?,?,?,?,dna,?,?,?,?,?,?,rotted,herbicide-injury
681,june,lt-normal,?,lt-norm,?,diff-lst-year,scattered,?,?,?,abnorm,abnorm,absent,dna,dna,absent,present,?,abnorm,?,?,?,?,?,?,?,?,dna,?,?,?,?,?,?,rotted,herbicide-injury
682,april,lt-normal,?,lt-norm,?,same-lst-yr,whole-field,?,?,?,abnorm,abnorm,no-yellow-halos,no-w-s-marg,gt-1/8,absent,present,?,abnorm,?,?,?,?,?,?,?,?,dna,?,?,?,?,?,?,rotted,herbicide-injury
683,june,lt-normal,?,lt-norm,?,same-lst-yr,whole-field,?,?,?,abnorm,abnorm,no-yellow-halos,no-w-s-marg,gt-1/8,absent,present,?,abnorm,?,?,?,?,?,?,?,?,dna,?,?,?,?,?,?,rotted,herbicide-injury
